feeder,topology,portfolio,native_dc_share,converter_efficiency,spatial_allocations,all_ac_count,hybrid_count,root_dc_count,mean_dc_bus_fraction,mean_dc_energy_fraction,mean_loss_change_pct,median_loss_change_pct,minimum_loss_change_pct,maximum_loss_change_pct,distinct_boundary_signatures,all_ac_pct,hybrid_pct,root_dc_pct
urban,original,K1,0.5,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K1,0.5,0.98,3,0,3,0,0.15204678362573099,0.23805781275111615,-11.908994529759537,-8.57420136361254,-23.930114669426125,-3.2226675562399465,3,0.0,100.0,0.0
urban,original,K1,0.5,0.99,3,0,3,0,0.21052631578947367,0.3064016484883904,-26.94640768022164,-20.195900577183497,-42.79704958737272,-17.8462728761087,3,0.0,100.0,0.0
urban,original,K1,0.75,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K1,0.75,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K1,0.75,0.98,3,0,3,0,0.3567251461988304,0.4469021041035726,-14.620206335324683,-13.45757118841735,-19.358393790939576,-11.044654026617124,3,0.0,100.0,0.0
urban,original,K1,0.75,0.99,3,0,3,0,0.584795321637427,0.6581032686760167,-33.47983331753934,-32.23530255843285,-36.773902962639596,-31.43029443154557,3,0.0,100.0,0.0
urban,original,K1,1.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K1,1.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K1,1.0,0.98,3,0,0,3,1.0,1.0,-30.455215109277685,-30.455215109277685,-30.455215109277685,-30.455215109277674,1,0.0,0.0,100.0
urban,original,K1,1.0,0.99,3,0,0,3,1.0,1.0,-54.638100289657935,-54.63810028965794,-54.63810028965794,-54.638100289657935,1,0.0,0.0,100.0
urban,original,K2,0.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K2,0.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K2,0.0,0.98,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K2,0.0,0.99,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K2,0.25,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K2,0.25,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K2,0.25,0.98,3,0,3,0,0.04678362573099415,0.10196128190691599,-10.652497824980358,-5.4142492753475,-24.959939369369593,-1.583304830223981,3,0.0,100.0,0.0
urban,original,K2,0.25,0.99,3,0,3,0,0.06432748538011696,0.142534596106119,-21.582241895833302,-17.208999336426263,-43.47661938122588,-4.061106969847756,3,0.0,100.0,0.0
urban,original,K2,0.5,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K2,0.5,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K2,0.5,0.98,3,0,3,0,0.16374269005847952,0.2434131877590203,-12.471843722264417,-9.210372899473096,-24.506774862655746,-3.6983834046644106,3,0.0,100.0,0.0
urban,original,K2,0.5,0.99,3,0,3,0,0.21052631578947367,0.3064016484883904,-27.510265386488484,-20.610812081150264,-43.20867225983513,-18.71131181848006,3,0.0,100.0,0.0
urban,original,K2,0.75,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K2,0.75,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K2,0.75,0.98,3,0,3,0,0.3625730994152046,0.44957979160752465,-15.440626581628486,-14.102656684712617,-20.198860478171067,-12.020362582001773,3,0.0,100.0,0.0
urban,original,K2,0.75,0.99,3,0,3,0,0.584795321637427,0.6581032686760167,-34.72895768871757,-33.65118692973309,-37.9216353285646,-32.61405080785502,3,0.0,100.0,0.0
urban,original,K2,1.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K2,1.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K2,1.0,0.98,3,0,0,3,1.0,1.0,-31.962850553593565,-31.962850553593565,-31.962850553593565,-31.962850553593558,1,0.0,0.0,100.0
urban,original,K2,1.0,0.99,3,0,0,3,1.0,1.0,-55.96585806612236,-55.965858066122365,-55.965858066122365,-55.96585806612235,1,0.0,0.0,100.0
urban,original,K3,0.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K3,0.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K3,0.0,0.98,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K3,0.0,0.99,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K3,0.25,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K3,0.25,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K3,0.25,0.98,3,0,3,0,0.04678362573099415,0.10196128190691599,-10.838220327023095,-5.50668669730179,-25.401986470759812,-1.6059878130076797,3,0.0,100.0,0.0
urban,original,K3,0.25,0.99,3,0,3,0,0.06432748538011696,0.142534596106119,-21.979010873530267,-17.516031039512427,-44.287814265349965,-4.133187315728398,3,0.0,100.0,0.0
urban,original,K3,0.5,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K3,0.5,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K3,0.5,0.98,3,0,3,0,0.16374269005847952,0.2434131877590203,-12.56767676411963,-9.270005223911184,-24.708163678783265,-3.724861389664442,3,0.0,100.0,0.0
urban,original,K3,0.5,0.99,3,0,3,0,0.21052631578947367,0.3064016484883904,-27.747421836522722,-20.78951612213841,-43.603214747065074,-18.849534640364684,3,0.0,100.0,0.0
urban,original,K3,0.75,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K3,0.75,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K3,0.75,0.98,3,0,3,0,0.3625730994152046,0.44957979160752465,-15.480166747620709,-14.152530443378511,-20.291684656145193,-11.996285143338428,3,0.0,100.0,0.0
urban,original,K3,0.75,0.99,3,0,3,0,0.584795321637427,0.6581032686760167,-34.73465622779085,-33.57361781503103,-37.92518665400475,-32.705164214336776,3,0.0,100.0,0.0
urban,original,K3,1.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K3,1.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,original,K3,1.0,0.98,3,0,0,3,1.0,1.0,-31.837787987305912,-31.837787987305905,-31.837787987305923,-31.837787987305905,1,0.0,0.0,100.0
urban,original,K3,1.0,0.99,3,0,0,3,1.0,1.0,-55.969214470781516,-55.969214470781516,-55.96921447078154,-55.969214470781516,1,0.0,0.0,100.0
urban,synthetic_mst,K0,0.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K0,0.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K0,0.0,0.98,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K0,0.0,0.99,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K0,0.25,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K0,0.25,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K0,0.25,0.98,3,0,3,0,0.03508771929824561,0.04516654543623336,-3.4011377281736945,-3.4960077248402395,-5.10170659226053,-1.6056988674203152,3,0.0,100.0,0.0
urban,synthetic_mst,K0,0.25,0.99,3,0,3,0,0.05263157894736842,0.08573985963543634,-8.533022833610131,-6.447333533876531,-15.453788102763166,-3.697946864190694,3,0.0,100.0,0.0
urban,synthetic_mst,K0,0.5,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K0,0.5,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K0,0.5,0.98,3,0,3,0,0.13450292397660818,0.1704694113240671,-8.029965071474523,-9.02177505759104,-12.714903364224451,-2.353216792608082,3,0.0,100.0,0.0
urban,synthetic_mst,K0,0.5,0.99,3,0,3,0,0.20467836257309938,0.2939752544649336,-19.55768128533333,-19.06862679407693,-24.58120850097093,-15.023208560952128,3,0.0,100.0,0.0
urban,synthetic_mst,K0,0.75,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K0,0.75,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K0,0.75,0.98,3,0,3,0,0.3625730994152046,0.37429764857938813,-10.529184735553685,-6.606407604365355,-19.357254055055574,-5.623892547240125,3,0.0,100.0,0.0
urban,synthetic_mst,K0,0.75,0.99,3,0,3,0,0.7894736842105262,0.8261336578267553,-27.480783935951262,-23.043825463448776,-38.26518236865467,-21.13334397575033,3,0.0,100.0,0.0
urban,synthetic_mst,K0,1.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K0,1.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K0,1.0,0.98,3,0,0,3,1.0,1.0,-37.36563500700128,-37.36563500700128,-37.36563500700129,-37.36563500700127,1,0.0,0.0,100.0
urban,synthetic_mst,K0,1.0,0.99,3,0,0,3,1.0,1.0,-60.22191631383105,-60.221916313831045,-60.22191631383106,-60.22191631383104,1,0.0,0.0,100.0
urban,synthetic_mst,K1,0.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K1,0.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K1,0.0,0.98,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K1,0.0,0.99,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K1,0.25,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K1,0.25,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K1,0.25,0.98,3,0,3,0,0.03508771929824561,0.04516654543623336,-2.7104491340222503,-2.96788902336191,-4.065673701033375,-1.0977846776714655,3,0.0,100.0,0.0
urban,synthetic_mst,K1,0.25,0.99,3,0,3,0,0.05263157894736842,0.08573985963543634,-7.521044723502501,-5.8580747944332945,-13.558369975208903,-3.1466894008653075,3,0.0,100.0,0.0
urban,synthetic_mst,K1,0.5,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K1,0.5,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K1,0.5,0.98,3,0,3,0,0.13450292397660818,0.1704694113240671,-6.970630253845232,-7.626607286636988,-11.559816696541695,-1.725466778357011,3,0.0,100.0,0.0
urban,synthetic_mst,K1,0.5,0.99,3,0,3,0,0.16374269005847952,0.22466087339103827,-16.969763819586518,-17.55362020271409,-20.346101575622264,-13.009569680423198,3,0.0,100.0,0.0
urban,synthetic_mst,K1,0.75,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K1,0.75,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K1,0.75,0.98,3,0,3,0,0.3625730994152046,0.37429764857938813,-8.820041688516373,-5.53247374401246,-16.80698305225082,-4.120668269285837,3,0.0,100.0,0.0
urban,synthetic_mst,K1,0.75,0.99,3,0,3,0,0.7894736842105262,0.8261336578267553,-24.356504952209406,-19.674197795367437,-35.556555056031556,-17.838762005229224,3,0.0,100.0,0.0
urban,synthetic_mst,K1,1.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K1,1.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K1,1.0,0.98,3,0,0,3,1.0,1.0,-35.03607796355375,-35.03607796355375,-35.03607796355375,-35.03607796355375,1,0.0,0.0,100.0
urban,synthetic_mst,K1,1.0,0.99,3,0,0,3,1.0,1.0,-57.74486700463822,-57.74486700463822,-57.74486700463822,-57.74486700463822,1,0.0,0.0,100.0
urban,synthetic_mst,K2,0.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K2,0.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K2,0.0,0.98,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K2,0.0,0.99,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K2,0.25,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K2,0.25,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K2,0.25,0.98,3,0,3,0,0.03508771929824561,0.04516654543623336,-2.7428719663332424,-2.912098348415733,-4.114307949499863,-1.2022096010841312,3,0.0,100.0,0.0
urban,synthetic_mst,K2,0.25,0.99,3,0,3,0,0.05263157894736842,0.08573985963543634,-7.25744395194858,-5.5664682668917544,-13.121923367815928,-3.0839402211380573,3,0.0,100.0,0.0
urban,synthetic_mst,K2,0.5,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K2,0.5,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K2,0.5,0.98,3,0,3,0,0.13450292397660818,0.1704694113240671,-7.05625352694016,-7.826150367138018,-11.447807061738276,-1.8948031519441837,3,0.0,100.0,0.0
urban,synthetic_mst,K2,0.5,0.99,3,0,3,0,0.20467836257309938,0.2939752544649336,-17.295701731819364,-17.27007865914039,-21.41019224667021,-13.206834289647496,3,0.0,100.0,0.0
urban,synthetic_mst,K2,0.75,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K2,0.75,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K2,0.75,0.98,3,0,3,0,0.3625730994152046,0.37429764857938813,-9.25447243550222,-5.796354484586055,-17.33712125562841,-4.629941566292193,3,0.0,100.0,0.0
urban,synthetic_mst,K2,0.75,0.99,3,0,3,0,0.7894736842105262,0.8261336578267553,-26.020430547302727,-22.210055935897355,-35.436621917314895,-20.41461378869594,3,0.0,100.0,0.0
urban,synthetic_mst,K2,1.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K2,1.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K2,1.0,0.98,3,0,0,3,1.0,1.0,-36.43851795689162,-36.43851795689162,-36.43851795689162,-36.43851795689162,1,0.0,0.0,100.0
urban,synthetic_mst,K2,1.0,0.99,3,0,0,3,1.0,1.0,-58.535794377128525,-58.535794377128525,-58.535794377128525,-58.53579437712851,1,0.0,0.0,100.0
urban,synthetic_mst,K3,0.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K3,0.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K3,0.0,0.98,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K3,0.0,0.99,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K3,0.25,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K3,0.25,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K3,0.25,0.98,3,0,3,0,0.03508771929824561,0.04516654543623336,-2.904077233561242,-3.0865122665185125,-4.356115850341844,-1.2696035838233686,3,0.0,100.0,0.0
urban,synthetic_mst,K3,0.25,0.99,3,0,3,0,0.05263157894736842,0.08573985963543634,-7.689344915420986,-5.905109083419978,-13.895168054204882,-3.2677576086381013,3,0.0,100.0,0.0
urban,synthetic_mst,K3,0.5,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K3,0.5,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K3,0.5,0.98,3,0,3,0,0.13450292397660818,0.1704694113240671,-7.285769247023597,-8.07333540580935,-11.829388957058345,-1.9545833782030948,3,0.0,100.0,0.0
urban,synthetic_mst,K3,0.5,0.99,3,0,3,0,0.16374269005847952,0.22466087339103827,-17.32269616705867,-17.85726618548292,-20.48903348398292,-13.621788831710166,3,0.0,100.0,0.0
urban,synthetic_mst,K3,0.75,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K3,0.75,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K3,0.75,0.98,3,0,3,0,0.3625730994152046,0.37429764857938813,-9.43858219681053,-5.917752421731665,-17.688005506102343,-4.709988662597583,3,0.0,100.0,0.0
urban,synthetic_mst,K3,0.75,0.99,3,0,3,0,0.7894736842105262,0.8261336578267553,-25.800651024319873,-21.498119152649227,-36.247009237317165,-19.656824682993225,3,0.0,100.0,0.0
urban,synthetic_mst,K3,1.0,0.94,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K3,1.0,0.96,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,100.0,0.0,0.0
urban,synthetic_mst,K3,1.0,0.98,3,0,0,3,1.0,1.0,-36.17083158345823,-36.170831583458224,-36.17083158345824,-36.17083158345822,1,0.0,0.0,100.0
urban,synthetic_mst,K3,1.0,0.99,3,0,0,3,1.0,1.0,-58.70136645833208,-58.70136645833208,-58.701366458332096,-58.70136645833208,1,0.0,0.0,100.0
