value_id,value,units,scenario,uncertainty,source_file,generator,version
validation_stress_case_count,12,cases,configured portfolio peak multipliers,not applicable,results/validation_stress_results.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
validation_stress_max_error_pct,2.591290709385246,%,configured portfolio peak multipliers,not applicable,results/validation_stress_results.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
validation_stress_min_voltage_pu,0.9831179074062522,p.u.,configured portfolio peak multipliers,not applicable,results/validation_stress_results.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
validation_stress_max_loading_pct,48.96838529028211,%,configured portfolio peak multipliers,not applicable,results/validation_stress_results.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
dp_exactness_case_count,8,cases,independently enumerated toy networks,not applicable,results/dp_exactness_validation.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
dp_exactness_max_objective_error,5.684341886080802e-14,normalized objective units,independently enumerated toy networks,not applicable,results/dp_exactness_validation.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
dp_exactness_tied_case_count,1,cases,independently enumerated toy networks,not applicable,results/dp_exactness_validation.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_feeder_no_benefit_cells,897,cells,feeder discrepancy screening rule,not applicable,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_feeder_robust_cells,531,cells,feeder discrepancy screening rule,not applicable,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_feeder_indeterminate_cells,12,cells,feeder discrepancy screening rule,not applicable,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_global_max_no_benefit_cells,897,cells,global_max discrepancy screening rule,not applicable,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_global_max_robust_cells,525,cells,global_max discrepancy screening rule,not applicable,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_global_max_indeterminate_cells,18,cells,global_max discrepancy screening rule,not applicable,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_double_feeder_no_benefit_cells,897,cells,double_feeder discrepancy screening rule,not applicable,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_double_feeder_robust_cells,513,cells,double_feeder discrepancy screening rule,not applicable,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_double_feeder_indeterminate_cells,30,cells,double_feeder discrepancy screening rule,not applicable,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_feeder_rule_rural_no_benefit_cells,301,cells,rural joint cells under the feeder-specific rule,descriptive scenario-grid count,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_feeder_rule_rural_robust_cells,176,cells,rural joint cells under the feeder-specific rule,descriptive scenario-grid count,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_feeder_rule_rural_indeterminate_cells,3,cells,rural joint cells under the feeder-specific rule,descriptive scenario-grid count,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_feeder_rule_suburban_no_benefit_cells,308,cells,suburban joint cells under the feeder-specific rule,descriptive scenario-grid count,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_feeder_rule_suburban_robust_cells,167,cells,suburban joint cells under the feeder-specific rule,descriptive scenario-grid count,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_feeder_rule_suburban_indeterminate_cells,5,cells,suburban joint cells under the feeder-specific rule,descriptive scenario-grid count,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_feeder_rule_urban_no_benefit_cells,288,cells,urban joint cells under the feeder-specific rule,descriptive scenario-grid count,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_feeder_rule_urban_robust_cells,188,cells,urban joint cells under the feeder-specific rule,descriptive scenario-grid count,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
discrepancy_feeder_rule_urban_indeterminate_cells,4,cells,urban joint cells under the feeder-specific rule,descriptive scenario-grid count,results/model_discrepancy_classification.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_baseline_all_ac_pct,62.291666666666664,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_baseline_hybrid_pct,27.708333333333336,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_baseline_root_dc_pct,10.0,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_baseline_architecture_change_pct,0.0,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_baseline_boundary_change_pct,0.0,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_baseline_mean_dc_bus_fraction,0.171035293897136,fraction,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_baseline_mean_loss_change_pct,-9.582444426062507,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_electrical_ideal_conversion_all_ac_pct,33.33333333333333,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_electrical_ideal_conversion_hybrid_pct,33.33333333333333,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_electrical_ideal_conversion_root_dc_pct,33.33333333333333,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_electrical_ideal_conversion_architecture_change_pct,66.59722222222221,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_electrical_ideal_conversion_boundary_change_pct,75.76388888888889,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_electrical_ideal_conversion_mean_dc_bus_fraction,0.4216791979949875,fraction,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_electrical_ideal_conversion_mean_loss_change_pct,-28.958343754194008,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_full_ideal_converter_all_ac_pct,0.0,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_full_ideal_converter_hybrid_pct,0.0,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_full_ideal_converter_root_dc_pct,100.0,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_full_ideal_converter_architecture_change_pct,90.0,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_full_ideal_converter_boundary_change_pct,90.0,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_full_ideal_converter_mean_dc_bus_fraction,1.0,fraction,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_full_ideal_converter_mean_loss_change_pct,-48.62605710861592,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_boundary_efficiency_loss_all_ac_pct,21.11111111111111,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_boundary_efficiency_loss_hybrid_pct,58.88888888888889,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_boundary_efficiency_loss_root_dc_pct,20.0,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_boundary_efficiency_loss_architecture_change_pct,41.18055555555556,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_boundary_efficiency_loss_boundary_change_pct,64.65277777777779,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_boundary_efficiency_loss_mean_dc_bus_fraction,0.4455141593299488,fraction,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_boundary_efficiency_loss_mean_loss_change_pct,-42.55779696560637,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_boundary_electrical_loss_all_ac_pct,19.166666666666668,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_boundary_electrical_loss_hybrid_pct,60.83333333333333,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_boundary_electrical_loss_root_dc_pct,20.0,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_boundary_electrical_loss_architecture_change_pct,43.125,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_boundary_electrical_loss_boundary_change_pct,70.55555555555556,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_boundary_electrical_loss_mean_dc_bus_fraction,0.49808763361394937,fraction,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_boundary_electrical_loss_mean_loss_change_pct,-70.33850893062035,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_capacity_regularizer_all_ac_pct,62.083333333333336,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_capacity_regularizer_hybrid_pct,27.916666666666668,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_capacity_regularizer_root_dc_pct,10.0,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_capacity_regularizer_architecture_change_pct,0.20833333333333334,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_capacity_regularizer_boundary_change_pct,3.8194444444444446,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_capacity_regularizer_mean_dc_bus_fraction,0.17308689726452883,fraction,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_capacity_regularizer_mean_loss_change_pct,-9.588183312078238,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_endpoint_mismatch_loss_all_ac_pct,100.0,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_endpoint_mismatch_loss_hybrid_pct,0.0,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_endpoint_mismatch_loss_root_dc_pct,0.0,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_endpoint_mismatch_loss_architecture_change_pct,37.708333333333336,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_endpoint_mismatch_loss_boundary_change_pct,37.708333333333336,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_endpoint_mismatch_loss_mean_dc_bus_fraction,0.0,fraction,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_endpoint_mismatch_loss_mean_loss_change_pct,0.0,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_standby_loss_all_ac_pct,57.22222222222222,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_standby_loss_hybrid_pct,31.11111111111111,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_standby_loss_root_dc_pct,11.666666666666666,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_standby_loss_architecture_change_pct,5.069444444444445,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_standby_loss_boundary_change_pct,24.930555555555557,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_standby_loss_mean_dc_bus_fraction,0.21751146027461815,fraction,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
ablation_no_standby_loss_mean_loss_change_pct,-14.99471612092688,%,all matched factorial cells,descriptive scenario-grid summary,results/converter_ablations.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_platform,Linux-6.8.0-1061-aws-x86_64-with-glibc2.35,text,current revision VM,single-run environment record,results/computational_environment.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_python,3.10.12,text,current revision VM,single-run environment record,results/computational_environment.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_processor,INTEL(R) XEON(R) PLATINUM 8559C,text,current revision VM,single-run environment record,results/computational_environment.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_memory_total,8131560 kB,text,current revision VM,single-run environment record,results/computational_environment.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_software_versions,numpy=2.2.6;pandas=2.3.3;networkx=3.4.2;pandapower=3.4.0;simbench=1.6.1;python-docx=1.2.0;matplotlib=3.10.6,text,current revision VM,single-run environment record,results/computational_environment.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_logical_cpus,2.0,count,current revision VM,single-run timing,results/computational_environment.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_peak_process_rss_mb,689.9140625,MiB,current revision VM,single-run timing,results/computational_environment.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_factorial_scenario_runtime_s,17.927377535999995,s,current revision VM,single-run timing,results/computational_environment.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_converter_ablation_runtime_s,36.39542201399996,s,current revision VM,single-run timing,results/computational_environment.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_pipeline_elapsed_before_document_build_s,97.05740966400003,s,current revision VM,single-run timing,results/computational_environment.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_benchmark_repeats,30,repeated solves,each feeder/topology benchmark,declared benchmark repetition count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_rural_original_nodes,14.0,nodes,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_rural_original_edges,13.0,edges,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_rural_original_median_runtime_ms,0.3162624999788477,ms,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_rural_original_state_evaluations,27.0,evaluations,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_rural_original_transition_evaluations,132.0,evaluations,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_rural_synthetic_mst_nodes,14.0,nodes,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_rural_synthetic_mst_edges,13.0,edges,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_rural_synthetic_mst_median_runtime_ms,0.3437969999993129,ms,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_rural_synthetic_mst_state_evaluations,27.0,evaluations,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_rural_synthetic_mst_transition_evaluations,150.0,evaluations,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_suburban_original_nodes,43.0,nodes,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_suburban_original_edges,42.0,edges,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_suburban_original_median_runtime_ms,1.099277999998094,ms,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_suburban_original_state_evaluations,85.0,evaluations,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_suburban_original_transition_evaluations,486.0,evaluations,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_suburban_synthetic_mst_nodes,43.0,nodes,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_suburban_synthetic_mst_edges,42.0,edges,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_suburban_synthetic_mst_median_runtime_ms,1.1328045000027487,ms,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_suburban_synthetic_mst_state_evaluations,85.0,evaluations,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_suburban_synthetic_mst_transition_evaluations,498.0,evaluations,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_urban_original_nodes,58.0,nodes,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_urban_original_edges,57.0,edges,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_urban_original_median_runtime_ms,1.4498430000173812,ms,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_urban_original_state_evaluations,115.0,evaluations,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_urban_original_transition_evaluations,642.0,evaluations,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_urban_synthetic_mst_nodes,58.0,nodes,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_urban_synthetic_mst_edges,57.0,edges,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_urban_synthetic_mst_median_runtime_ms,1.488093999995499,ms,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_urban_synthetic_mst_state_evaluations,115.0,evaluations,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_urban_synthetic_mst_transition_evaluations,678.0,evaluations,30 repeated solves for the central optimization setting,median timing or deterministic evaluation count,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_min_feeder_median_runtime_ms,0.3162624999788477,ms,30 repeated solves per feeder/topology,range across six feeder/topology cells,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_max_feeder_median_runtime_ms,1.488093999995499,ms,30 repeated solves per feeder/topology,range across six feeder/topology cells,results/feeder_runtime_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_max_enumerated_designs,16384,designs,8-node toy chain,not applicable,results/toy_scaling_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
performance_toy_max_objective_error,5.684341886080802e-14,normalized objective units,independently enumerated toy scaling cases,not applicable,results/toy_scaling_benchmark.csv,acdc_boundary.pipeline._manuscript_values,0.1.0
